id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,default_score,housing_score,loan_score,financial_burden,financial_burden_label,education_rank,education_label,job_profile
2223,34.0,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
2224,60.0,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2225,32.0,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Self-Employed
2226,27.0,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,White Collar
2227,55.0,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Self-Employed
2228,29.0,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2229,42.0,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2230,33.0,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2231,29.0,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,1.0,Primary,Blue Collar
2232,39.0,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2233,31.0,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2234,60.0,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2235,25.0,student,single,tertiary,no,1189,no,no,cellular,3,jun,165,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,3.0,Tertiary,Student
2236,45.0,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
2237,29.0,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2238,55.0,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2239,26.0,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2240,30.0,management,single,tertiary,no,3340,no,no,cellular,3,jun,238,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2241,54.0,admin.,divorced,secondary,no,200,no,no,cellular,3,jun,170,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2242,39.0,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
2243,26.0,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2244,57.0,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
2245,39.0,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Unemployed/Unknown
2246,25.0,blue-collar,single,secondary,no,389,no,no,cellular,3,jun,837,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2247,43.0,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Blue Collar
2249,43.0,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,1,20,1,other,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2250,50.0,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2251,35.0,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2252,37.0,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
2253,42.0,admin.,single,secondary,no,684,no,no,cellular,4,jun,207,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2254,27.0,management,married,secondary,no,2071,no,no,cellular,4,jun,449,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2255,27.0,services,single,secondary,no,339,no,no,cellular,4,jun,182,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2256,29.0,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2257,29.0,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
2258,26.0,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
2259,39.0,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2260,41.0,services,married,secondary,no,0,yes,yes,cellular,4,jun,352,2,122,2,failure,1,0,1,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
2261,29.0,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2262,33.0,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2263,32.0,management,married,tertiary,no,4945,no,no,cellular,4,jun,160,1,119,2,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2264,30.0,management,married,tertiary,no,419,yes,no,cellular,4,jun,194,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2265,38.0,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2266,55.0,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2267,25.0,admin.,single,secondary,no,1871,no,no,cellular,4,jun,136,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,White Collar
2268,38.0,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,jun,81,2,391,3,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
2269,35.0,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure,1,0,1,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
2270,31.0,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
2271,25.0,services,single,secondary,no,594,no,no,cellular,4,jun,89,2,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2273,27.0,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
2274,34.0,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2275,40.0,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
2276,27.0,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2277,28.0,management,single,secondary,no,171,no,no,cellular,5,jun,324,1,87,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2278,28.0,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2279,35.0,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2280,58.0,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
2281,44.0,technician,married,tertiary,no,1933,no,no,cellular,5,jun,462,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2282,57.0,retired,married,secondary,no,1841,no,no,telephone,5,jun,302,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
2283,25.0,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success,1,0,1,Young (18-25),0,1,0,1,Low burden,3.0,Tertiary,Self-Employed
2284,21.0,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Student
2286,54.0,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2287,59.0,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
2288,28.0,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2289,37.0,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2290,30.0,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2291,35.0,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,1.0,Primary,Blue Collar
2292,31.0,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2293,41.0,unemployed,single,primary,no,216,no,no,cellular,5,jun,577,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Unemployed/Unknown
2294,30.0,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Unemployed/Unknown
2295,28.0,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
2296,31.0,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Unemployed/Unknown
2297,53.0,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,3.0,Tertiary,White Collar
2298,22.0,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success,1,0,1,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2300,33.0,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2301,31.0,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2302,49.0,admin.,married,tertiary,no,6574,no,no,cellular,8,jun,138,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2303,51.0,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,Self-Employed
2304,34.0,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2305,35.0,blue-collar,married,primary,no,1177,no,no,cellular,8,jun,243,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,1.0,Primary,Blue Collar
2306,32.0,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2307,36.0,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
2308,31.0,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2310,25.0,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
2312,40.0,self-employed,single,tertiary,no,10346,no,no,cellular,15,jun,491,2,207,1,other,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
2313,50.0,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2314,32.0,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2315,60.0,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2316,32.0,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2317,52.0,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Self-Employed
2318,59.0,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2319,56.0,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,Retired
2320,47.0,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2321,43.0,management,married,tertiary,no,3518,no,no,cellular,15,jun,181,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2322,25.0,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2323,31.0,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
2324,27.0,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2325,26.0,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2326,37.0,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2327,27.0,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2328,49.0,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2329,26.0,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2330,28.0,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2331,33.0,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
2332,31.0,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,,Unknown,White Collar
2333,32.0,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
2334,30.0,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2335,34.0,management,married,tertiary,no,443,no,no,cellular,18,jun,235,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2336,58.0,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
2337,34.0,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,1,0,1,Young Adult (26-35),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
2338,26.0,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2339,49.0,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2340,57.0,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2341,83.0,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,1,0,1,Senior (65+),0,0,0,0,No burden,1.0,Primary,Retired
2342,61.0,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2343,64.0,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,Retired
2344,37.0,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,1,109,3,failure,1,0,1,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,White Collar
2345,68.0,retired,married,secondary,no,0,no,no,cellular,22,jun,586,1,-1,0,unknown,1,1,0,Senior (65+),0,0,0,0,No burden,2.0,Secondary,Retired
2346,71.0,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,-1,0,unknown,1,1,0,Senior (65+),0,0,0,0,No burden,3.0,Tertiary,Retired
2347,54.0,management,married,tertiary,no,1464,no,no,cellular,30,jun,157,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2348,37.0,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2349,22.0,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,,Unknown,Student
2350,44.0,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2351,37.0,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,3.0,Tertiary,Self-Employed
2352,72.0,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,65,1,success,1,0,1,Senior (65+),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
2353,69.0,retired,divorced,primary,no,482,no,no,cellular,2,jul,260,2,-1,0,unknown,1,1,0,Senior (65+),0,0,0,0,No burden,1.0,Primary,Retired
2354,41.0,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,342,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2355,44.0,blue-collar,married,secondary,no,88,yes,no,cellular,2,jul,275,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2356,32.0,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2357,79.0,retired,married,secondary,no,668,no,no,telephone,2,jul,363,1,-1,0,unknown,1,1,0,Senior (65+),0,0,0,0,No burden,2.0,Secondary,Retired
2358,33.0,technician,married,secondary,no,73,yes,no,cellular,2,jul,218,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2359,45.0,management,married,tertiary,no,1309,no,no,cellular,2,jul,367,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2360,40.0,management,married,tertiary,no,2763,yes,no,cellular,2,jul,566,1,395,2,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2361,42.0,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,711,1,342,1,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
2362,30.0,technician,single,secondary,no,930,no,no,cellular,2,jul,396,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2363,28.0,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2364,58.0,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2365,39.0,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
2366,31.0,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,135,2,49,3,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
