id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
1668;42.0;technician;married;secondary;no;1559;no;no;cellular;30;apr;368;1;-1;0;unknown;yes;36 - 45
1669;54.0;administrative;divorced;secondary;no;1693;no;no;cellular;30;apr;1277;1;87;2;other;yes;46 - 55
1670;42.0;technician;married;tertiary;no;757;no;no;cellular;30;apr;354;1;79;1;success;yes;36 - 45
1671;42.0;blue-collar;married;primary;no;201;yes;no;cellular;30;apr;841;1;85;2;failure;yes;36 - 45
1672;44.0;self-employed;divorced;tertiary;no;1070;yes;no;cellular;30;apr;381;1;160;2;other;yes;36 - 45
1673;37.0;blue-collar;married;secondary;no;1330;no;no;cellular;30;apr;390;1;-1;0;unknown;yes;36 - 45
1674;29.0;student;single;secondary;no;314;no;no;cellular;30;apr;465;1;-1;0;unknown;yes;26 - 35
1675;47.0;technician;married;secondary;no;677;no;no;cellular;30;apr;900;2;86;2;failure;yes;46 - 55
1676;24.0;management;single;tertiary;no;2845;no;no;cellular;30;apr;779;2;-1;0;unknown;yes;18 - 25
1677;34.0;administrative;single;secondary;no;-32;no;yes;cellular;30;apr;246;2;-1;0;unknown;yes;26 - 35
1678;30.0;management;single;tertiary;no;398;no;no;cellular;30;apr;554;1;6;2;success;yes;26 - 35
1679;46.0;technician;married;secondary;no;0;no;no;cellular;30;apr;200;1;259;2;other;yes;46 - 55
1680;34.0;services;married;secondary;no;1337;no;no;cellular;30;apr;442;1;-1;0;unknown;yes;26 - 35
1681;59.0;retired;married;secondary;no;493;no;no;cellular;30;apr;237;1;-1;0;unknown;yes;56 - 65
1682;35.0;management;single;tertiary;no;1750;yes;no;cellular;30;apr;687;1;9;3;success;yes;26 - 35
1683;33.0;technician;married;tertiary;no;4401;no;no;cellular;30;apr;439;1;-1;0;unknown;yes;26 - 35
1684;35.0;management;married;tertiary;no;193;yes;no;cellular;30;apr;565;1;13;1;failure;yes;26 - 35
1685;37.0;management;married;tertiary;no;5106;no;no;cellular;30;apr;244;1;-1;0;unknown;yes;36 - 45
1686;35.0;administrative;single;tertiary;no;994;no;no;cellular;30;apr;400;1;87;2;failure;yes;26 - 35
1687;38.0;technician;single;tertiary;no;1101;no;no;cellular;30;apr;800;1;-1;0;unknown;yes;36 - 45
1688;33.0;blue-collar;single;secondary;no;129;yes;yes;cellular;30;apr;482;1;161;1;failure;yes;26 - 35
1689;42.0;management;married;tertiary;no;6060;yes;no;cellular;30;apr;316;1;350;2;failure;yes;36 - 45
1690;33.0;management;married;tertiary;no;55;no;no;cellular;30;apr;526;2;87;3;failure;yes;26 - 35
1691;53.0;management;married;tertiary;no;1624;no;no;cellular;30;apr;284;3;84;3;success;yes;46 - 55
1692;53.0;services;married;secondary;no;341;no;no;cellular;30;apr;423;2;-1;0;unknown;yes;46 - 55
1693;31.0;management;single;tertiary;no;2016;no;no;cellular;30;apr;209;1;-1;0;unknown;yes;26 - 35
1694;26.0;administrative;single;secondary;no;255;no;no;cellular;30;apr;457;1;80;1;success;yes;26 - 35
1695;30.0;technician;single;secondary;no;4684;yes;no;cellular;30;apr;268;3;-1;0;unknown;yes;26 - 35
1696;24.0;administrative;single;secondary;no;1052;no;no;cellular;30;apr;354;1;-1;0;unknown;yes;18 - 25
1697;28.0;management;single;tertiary;no;1808;no;no;cellular;30;apr;309;1;-1;0;unknown;yes;26 - 35
1698;26.0;unemployed;single;tertiary;no;3511;no;no;cellular;30;apr;439;2;-1;0;unknown;yes;26 - 35
1699;35.0;technician;married;secondary;no;518;yes;no;cellular;30;apr;616;1;-1;0;unknown;yes;26 - 35
1700;28.0;technician;single;secondary;no;227;no;no;cellular;30;apr;278;1;-1;0;unknown;yes;26 - 35
1701;30.0;administrative;single;secondary;no;270;no;no;cellular;30;apr;437;1;80;1;success;yes;26 - 35
1702;32.0;management;married;tertiary;no;4733;no;no;cellular;30;apr;532;1;-1;0;unknown;yes;26 - 35
1703;52.0;self-employed;married;tertiary;no;6657;no;no;telephone;30;apr;917;1;-1;0;unknown;yes;46 - 55
1704;38.0;management;married;tertiary;no;613;no;no;cellular;30;apr;242;1;86;1;success;yes;36 - 45
1705;34.0;self-employed;single;tertiary;no;5462;no;no;cellular;30;apr;430;1;-1;0;unknown;yes;26 - 35
1706;29.0;technician;single;secondary;no;674;no;no;cellular;30;apr;483;1;13;5;success;yes;26 - 35
1707;30.0;management;single;tertiary;no;364;no;no;cellular;30;apr;306;2;-1;0;unknown;yes;26 - 35
1708;31.0;services;single;secondary;no;181;no;no;cellular;30;apr;325;1;-1;0;unknown;yes;26 - 35
1709;24.0;student;single;primary;no;474;no;no;cellular;30;apr;551;1;-1;0;unknown;yes;18 - 25
1710;25.0;management;single;tertiary;no;219;no;no;cellular;30;apr;458;1;-1;0;unknown;yes;18 - 25
1711;47.0;management;single;tertiary;no;86;no;no;cellular;30;apr;387;3;87;1;success;yes;46 - 55
1712;33.0;student;single;secondary;no;1170;no;no;cellular;30;apr;352;1;-1;0;unknown;yes;26 - 35
1713;34.0;administrative;single;tertiary;no;18;yes;yes;cellular;30;apr;359;1;-1;0;unknown;yes;26 - 35
1714;36.0;technician;single;tertiary;no;197;no;no;cellular;30;apr;260;1;-1;0;unknown;yes;36 - 45
1715;50.0;management;married;tertiary;no;938;no;no;cellular;30;apr;780;1;-1;0;unknown;yes;46 - 55
1716;34.0;management;single;tertiary;no;1228;no;no;cellular;30;apr;580;2;84;8;success;yes;26 - 35
1717;54.0;technician;divorced;secondary;no;2156;yes;no;cellular;30;apr;258;1;86;5;success;yes;46 - 55
1718;47.0;technician;married;tertiary;no;2408;no;no;cellular;30;apr;376;1;-1;0;unknown;yes;46 - 55
1719;31.0;administrative;married;secondary;no;35;no;no;cellular;30;apr;615;1;-1;0;unknown;yes;26 - 35
1720;36.0;management;married;tertiary;no;393;yes;no;cellular;30;apr;555;2;-1;0;unknown;yes;36 - 45
1721;35.0;services;married;secondary;no;618;no;no;cellular;30;apr;951;1;-1;0;unknown;yes;26 - 35
1722;25.0;student;single;secondary;no;1608;no;no;cellular;30;apr;664;2;-1;0;unknown;yes;18 - 25
1723;46.0;management;married;tertiary;no;699;no;no;cellular;30;apr;970;1;87;1;failure;yes;46 - 55
1724;49.0;entrepreneur;single;secondary;no;5802;no;no;cellular;30;apr;618;2;-1;0;unknown;yes;46 - 55
1725;47.0;blue-collar;married;primary;no;2749;yes;no;cellular;30;apr;774;2;164;1;failure;yes;46 - 55
1726;35.0;management;single;tertiary;no;1162;no;no;cellular;30;apr;175;1;-1;0;unknown;yes;26 - 35
1727;30.0;technician;married;secondary;no;776;no;no;cellular;30;apr;861;2;-1;0;unknown;yes;26 - 35
1728;31.0;management;single;tertiary;no;1619;no;no;cellular;30;apr;327;2;-1;0;unknown;yes;26 - 35
1729;55.0;administrative;married;secondary;no;139;no;no;cellular;30;apr;241;1;-1;0;unknown;yes;46 - 55
1730;25.0;administrative;single;secondary;no;2816;no;no;cellular;30;apr;327;1;-1;0;unknown;yes;18 - 25
1731;26.0;technician;single;secondary;no;507;no;no;cellular;30;apr;380;1;-1;0;unknown;yes;26 - 35
1732;85.0;retired;married;primary;no;98;no;no;cellular;30;apr;416;1;-1;0;unknown;yes;66 + 
1733;29.0;management;single;tertiary;no;2753;no;no;cellular;30;apr;645;1;-1;0;unknown;yes;26 - 35
1734;39.0;management;married;tertiary;no;0;no;no;cellular;30;apr;342;3;22;3;other;yes;36 - 45
1735;33.0;blue-collar;single;secondary;no;498;no;no;cellular;30;apr;301;1;-1;0;unknown;yes;26 - 35
1736;33.0;blue-collar;single;tertiary;no;700;no;no;cellular;30;apr;169;1;80;2;success;yes;26 - 35
1737;58.0;management;married;tertiary;no;4152;yes;no;cellular;30;apr;750;2;164;4;other;yes;56 - 65
1738;61.0;retired;divorced;secondary;no;927;no;no;cellular;30;apr;427;3;-1;0;unknown;yes;56 - 65
1739;50.0;administrative;single;secondary;no;2252;no;no;cellular;30;apr;652;2;-1;0;unknown;yes;46 - 55
1740;54.0;technician;married;secondary;no;0;no;no;telephone;30;apr;766;3;84;3;success;yes;46 - 55
1741;33.0;technician;married;tertiary;no;0;no;no;cellular;30;apr;227;2;-1;0;unknown;yes;26 - 35
1742;36.0;administrative;single;secondary;no;728;no;no;cellular;30;apr;230;1;-1;0;unknown;yes;36 - 45
1743;31.0;management;single;tertiary;no;354;no;no;cellular;30;apr;502;1;9;2;success;yes;26 - 35
1744;24.0;student;single;secondary;no;382;no;no;cellular;30;apr;567;2;-1;0;unknown;yes;18 - 25
1745;29.0;management;single;tertiary;no;36252;yes;no;cellular;30;apr;501;1;-1;0;unknown;yes;26 - 35
1746;40.0;management;married;tertiary;no;158;no;no;telephone;30;apr;712;2;-1;0;unknown;yes;36 - 45
1747;29.0;blue-collar;single;secondary;no;734;yes;yes;cellular;30;apr;259;1;296;1;other;yes;26 - 35
1748;30.0;administrative;single;tertiary;no;305;no;no;cellular;30;apr;633;1;85;2;success;yes;26 - 35
1749;45.0;blue-collar;married;secondary;no;10252;no;no;cellular;4;may;675;2;-1;0;unknown;yes;36 - 45
1750;37.0;management;single;tertiary;no;3141;no;no;cellular;4;may;384;2;-1;0;unknown;yes;36 - 45
1751;28.0;unemployed;single;primary;no;236;no;no;cellular;4;may;193;1;87;3;failure;yes;26 - 35
1752;33.0;management;single;tertiary;no;5437;no;no;cellular;4;may;267;1;91;1;failure;yes;26 - 35
1753;33.0;technician;married;secondary;no;133;no;no;cellular;4;may;218;1;-1;0;unknown;yes;26 - 35
1754;45.0;blue-collar;married;secondary;no;640;yes;no;cellular;4;may;447;1;-1;0;unknown;yes;36 - 45
1755;25.0;student;single;tertiary;no;253;no;no;cellular;4;may;597;1;-1;0;unknown;yes;18 - 25
1756;41.0;blue-collar;married;secondary;no;5060;no;no;cellular;4;may;963;1;83;3;success;yes;36 - 45
1757;38.0;technician;divorced;secondary;no;902;yes;no;cellular;4;may;301;3;90;1;success;yes;36 - 45
1758;47.0;technician;married;secondary;no;335;no;no;cellular;4;may;417;1;76;1;success;yes;46 - 55
1759;49.0;management;married;tertiary;no;1;no;no;telephone;4;may;1076;3;175;1;success;yes;46 - 55
1760;42.0;administrative;single;secondary;no;1451;yes;no;cellular;4;may;251;4;-1;0;unknown;yes;36 - 45
1761;33.0;technician;single;tertiary;no;1636;yes;no;cellular;4;may;592;1;66;1;success;yes;26 - 35
1762;36.0;administrative;married;tertiary;no;3221;no;no;cellular;4;may;322;11;-1;0;unknown;yes;36 - 45
1763;60.0;technician;married;secondary;no;316;no;no;cellular;4;may;545;2;263;4;failure;yes;56 - 65
1764;33.0;technician;married;secondary;no;2044;yes;no;cellular;4;may;532;3;-1;0;unknown;yes;26 - 35
1765;33.0;technician;married;secondary;no;557;no;no;cellular;4;may;367;1;-1;0;unknown;yes;26 - 35
1766;33.0;services;single;secondary;no;489;yes;no;cellular;4;may;297;4;334;1;other;yes;26 - 35
1767;32.0;student;single;tertiary;no;1138;no;no;cellular;4;may;214;3;83;3;success;yes;26 - 35
1768;36.0;self-employed;married;secondary;no;188;yes;yes;cellular;4;may;1046;3;333;2;success;yes;36 - 45
1769;45.0;technician;married;secondary;no;1998;no;no;cellular;4;may;237;5;-1;0;unknown;yes;36 - 45
1770;35.0;management;married;tertiary;no;520;yes;no;cellular;4;may;458;3;17;5;failure;yes;26 - 35
1771;38.0;management;divorced;tertiary;no;6368;yes;no;cellular;4;may;922;4;-1;0;unknown;yes;36 - 45
1772;30.0;self-employed;married;tertiary;no;2666;no;no;cellular;4;may;781;3;89;1;success;yes;26 - 35
1773;31.0;technician;married;secondary;no;4182;yes;no;cellular;4;may;347;2;-1;0;unknown;yes;26 - 35
1774;32.0;self-employed;divorced;tertiary;no;3271;no;no;cellular;4;may;949;3;-1;0;unknown;yes;26 - 35
1775;44.0;self-employed;married;secondary;no;163;yes;no;cellular;4;may;364;3;-1;0;unknown;yes;36 - 45
1776;39.0;management;single;tertiary;no;1515;yes;no;cellular;4;may;815;6;167;6;failure;yes;36 - 45
1777;45.0;blue-collar;married;primary;no;803;yes;no;cellular;4;may;742;4;-1;0;unknown;yes;36 - 45
1778;32.0;blue-collar;single;secondary;no;400;no;no;cellular;4;may;268;3;-1;0;unknown;yes;26 - 35
1779;39.0;management;single;tertiary;no;2454;yes;no;cellular;4;may;716;3;263;2;failure;yes;36 - 45
1780;30.0;management;single;tertiary;no;533;no;no;cellular;4;may;365;4;-1;0;unknown;yes;26 - 35
1781;63.0;management;married;tertiary;no;2352;no;no;telephone;4;may;475;7;-1;0;unknown;yes;56 - 65
1782;56.0;retired;married;primary;no;9367;no;no;cellular;4;may;617;2;-1;0;unknown;yes;56 - 65
1783;26.0;technician;single;secondary;no;237;yes;no;cellular;4;may;1091;3;-1;0;unknown;yes;26 - 35
1784;37.0;student;single;tertiary;no;444;no;no;cellular;4;may;1063;5;-1;0;unknown;yes;36 - 45
1785;29.0;management;single;tertiary;no;9407;no;no;cellular;4;may;267;6;-1;0;unknown;yes;26 - 35
1786;24.0;student;single;secondary;no;387;no;no;telephone;4;may;340;8;-1;0;unknown;yes;18 - 25
1787;35.0;entrepreneur;married;secondary;no;2971;no;no;cellular;4;may;429;4;164;2;failure;yes;26 - 35
1788;43.0;technician;married;tertiary;no;2643;no;no;telephone;4;may;331;5;-1;0;unknown;yes;36 - 45
1789;39.0;blue-collar;married;secondary;no;261;no;no;cellular;4;may;841;4;-1;0;unknown;yes;36 - 45
1790;59.0;retired;divorced;secondary;no;514;no;no;cellular;4;may;673;6;90;1;success;yes;56 - 65
1791;50.0;blue-collar;married;primary;no;5872;yes;no;cellular;5;may;762;3;-1;0;unknown;yes;46 - 55
1792;44.0;services;divorced;secondary;no;-368;yes;no;cellular;5;may;895;1;-1;0;unknown;yes;36 - 45
1793;35.0;student;single;secondary;no;188;yes;no;cellular;5;may;863;1;78;8;success;yes;26 - 35
1794;30.0;blue-collar;married;secondary;no;61;yes;no;cellular;5;may;525;1;-1;0;unknown;yes;26 - 35
1795;58.0;administrative;married;secondary;no;2160;yes;yes;cellular;5;may;1090;1;-1;0;unknown;yes;56 - 65
1796;37.0;management;married;tertiary;no;658;yes;no;cellular;5;may;838;1;-1;0;unknown;yes;36 - 45
1797;39.0;management;married;tertiary;no;0;yes;no;cellular;5;may;811;2;-1;0;unknown;yes;36 - 45
1798;31.0;blue-collar;single;secondary;no;196;yes;no;cellular;5;may;568;1;341;7;failure;yes;26 - 35
1799;33.0;self-employed;single;tertiary;no;94;yes;no;cellular;5;may;955;2;-1;0;unknown;yes;26 - 35
1800;41.0;management;married;tertiary;no;326;yes;no;cellular;5;may;788;1;-1;0;unknown;yes;36 - 45
1801;44.0;services;married;secondary;no;-395;yes;no;cellular;5;may;894;1;-1;0;unknown;yes;36 - 45
1802;46.0;blue-collar;married;primary;no;9328;yes;no;cellular;5;may;725;3;-1;0;unknown;yes;46 - 55
1803;30.0;technician;single;secondary;no;-522;yes;yes;cellular;5;may;670;2;286;6;failure;yes;26 - 35
1804;35.0;administrative;married;secondary;no;1286;yes;no;cellular;5;may;862;3;337;1;other;yes;26 - 35
1805;27.0;administrative;married;secondary;no;710;yes;yes;cellular;6;may;653;1;334;2;success;yes;26 - 35
1806;39.0;technician;divorced;tertiary;yes;3;no;no;cellular;6;may;488;1;-1;0;unknown;yes;36 - 45
1807;32.0;self-employed;single;tertiary;no;0;yes;no;cellular;6;may;767;1;-1;0;unknown;yes;26 - 35
1808;37.0;technician;divorced;secondary;no;141;yes;no;cellular;6;may;848;1;364;3;failure;yes;36 - 45
1809;31.0;technician;single;secondary;no;53;yes;yes;cellular;6;may;530;1;-1;0;unknown;yes;26 - 35
1810;30.0;management;divorced;tertiary;no;415;yes;yes;cellular;6;may;984;1;343;4;failure;yes;26 - 35
1811;34.0;entrepreneur;married;tertiary;no;0;yes;no;cellular;6;may;611;1;183;1;failure;yes;26 - 35
1812;31.0;blue-collar;single;secondary;no;1979;yes;yes;cellular;6;may;1205;1;-1;0;unknown;yes;26 - 35
1813;27.0;administrative;married;secondary;no;0;yes;no;cellular;6;may;837;1;-1;0;unknown;yes;26 - 35
1814;36.0;management;single;tertiary;no;7506;yes;no;cellular;6;may;839;2;188;1;success;yes;36 - 45
1815;32.0;administrative;married;secondary;no;752;yes;no;cellular;6;may;519;2;166;5;failure;yes;26 - 35
1816;49.0;management;married;secondary;no;99;yes;no;cellular;6;may;687;2;343;1;failure;yes;46 - 55
1817;29.0;administrative;single;secondary;no;266;yes;no;cellular;6;may;540;1;-1;0;unknown;yes;26 - 35
1818;29.0;administrative;single;secondary;no;27;yes;no;cellular;6;may;754;1;-1;0;unknown;yes;26 - 35
1819;28.0;blue-collar;single;secondary;no;524;yes;no;cellular;6;may;554;2;-1;0;unknown;yes;26 - 35
1820;60.0;management;married;tertiary;no;5990;yes;no;cellular;6;may;396;3;-1;0;unknown;yes;56 - 65
1821;33.0;management;married;secondary;no;3935;yes;no;cellular;6;may;765;1;342;2;failure;yes;26 - 35
1822;35.0;management;married;tertiary;no;991;yes;no;cellular;6;may;1489;3;-1;0;unknown;yes;26 - 35
1823;31.0;management;single;tertiary;no;59;yes;yes;cellular;6;may;1347;2;363;1;failure;yes;26 - 35
1824;40.0;management;married;tertiary;no;1598;yes;yes;cellular;6;may;1074;4;344;3;failure;yes;36 - 45
1825;29.0;management;married;tertiary;no;0;yes;no;cellular;6;may;667;2;-1;0;unknown;yes;26 - 35
1826;35.0;management;married;tertiary;no;802;yes;no;cellular;6;may;686;2;-1;0;unknown;yes;26 - 35
1827;32.0;management;married;tertiary;no;2465;yes;yes;cellular;7;may;923;1;-1;0;unknown;yes;26 - 35
1828;26.0;management;single;tertiary;no;114;yes;no;cellular;7;may;457;1;-1;0;unknown;yes;26 - 35
1829;42.0;blue-collar;married;primary;no;1461;yes;no;cellular;7;may;757;2;170;3;failure;yes;36 - 45
1830;33.0;administrative;single;tertiary;no;475;yes;no;cellular;7;may;1046;1;-1;0;unknown;yes;26 - 35
1831;36.0;management;single;tertiary;no;4;yes;no;cellular;7;may;855;2;342;1;failure;yes;36 - 45
1832;35.0;management;single;tertiary;no;1618;yes;yes;cellular;7;may;542;1;-1;0;unknown;yes;26 - 35
1833;30.0;services;single;secondary;no;-271;yes;no;cellular;7;may;609;1;337;1;success;yes;26 - 35
1834;59.0;administrative;single;secondary;no;2166;yes;yes;cellular;7;may;574;1;-1;0;unknown;yes;56 - 65
1835;44.0;blue-collar;married;primary;no;4031;yes;no;cellular;7;may;983;4;-1;0;unknown;yes;36 - 45
1836;50.0;services;married;primary;no;5024;yes;yes;cellular;7;may;661;1;267;11;other;yes;46 - 55
1837;51.0;technician;married;secondary;no;-1944;yes;no;cellular;7;may;623;1;-1;0;unknown;yes;46 - 55
1838;51.0;administrative;married;secondary;no;3025;no;no;cellular;7;may;476;1;352;1;other;yes;46 - 55
1839;60.0;blue-collar;married;primary;no;2090;yes;no;cellular;7;may;957;2;-1;0;unknown;yes;56 - 65
1840;29.0;technician;single;tertiary;no;0;yes;no;cellular;7;may;347;2;337;6;failure;yes;26 - 35
1841;43.0;management;married;tertiary;no;1429;yes;no;cellular;7;may;1030;1;169;3;success;yes;36 - 45
1842;31.0;administrative;single;secondary;no;0;yes;no;cellular;7;may;895;2;295;2;failure;yes;26 - 35
1843;26.0;blue-collar;single;secondary;no;311;yes;no;cellular;7;may;798;2;-1;0;unknown;yes;26 - 35
1844;23.0;housemaid;married;tertiary;no;66;yes;no;cellular;7;may;1391;2;-1;0;unknown;yes;18 - 25
1845;49.0;blue-collar;single;primary;no;2146;yes;no;cellular;7;may;1516;2;353;2;other;yes;46 - 55
1846;42.0;unemployed;married;secondary;no;356;yes;no;cellular;7;may;787;3;356;2;failure;yes;36 - 45
1847;39.0;blue-collar;married;secondary;no;62;yes;no;cellular;7;may;877;3;-1;0;unknown;yes;36 - 45
1848;45.0;administrative;married;secondary;yes;-106;yes;yes;cellular;7;may;553;3;288;1;other;yes;36 - 45
1849;45.0;services;divorced;secondary;no;608;yes;yes;cellular;7;may;1135;3;323;30;failure;yes;36 - 45
1850;39.0;technician;divorced;secondary;no;291;yes;no;cellular;7;may;882;2;-1;0;unknown;yes;36 - 45
1851;45.0;blue-collar;divorced;secondary;no;-184;yes;no;cellular;7;may;878;3;170;5;failure;yes;36 - 45
1852;39.0;administrative;single;secondary;no;2345;yes;no;cellular;8;may;491;2;344;2;failure;yes;36 - 45
1853;23.0;technician;single;secondary;no;4;yes;no;cellular;8;may;763;1;-1;0;unknown;yes;18 - 25
1854;57.0;administrative;married;secondary;no;6005;yes;no;cellular;8;may;704;1;323;6;failure;yes;56 - 65
1855;32.0;blue-collar;married;secondary;no;333;yes;no;cellular;8;may;501;2;-1;0;unknown;yes;26 - 35
1856;29.0;management;single;tertiary;no;3041;yes;no;cellular;8;may;606;3;-1;0;unknown;yes;26 - 35
1857;42.0;management;married;tertiary;no;4;yes;no;cellular;8;may;579;2;295;1;success;yes;36 - 45
1858;47.0;blue-collar;divorced;primary;no;603;yes;yes;cellular;8;may;1080;1;-1;0;unknown;yes;46 - 55
1859;36.0;management;married;tertiary;no;0;yes;no;cellular;8;may;308;3;-1;0;unknown;yes;36 - 45
1860;57.0;management;married;tertiary;no;830;yes;yes;cellular;8;may;662;1;367;1;success;yes;56 - 65
1861;36.0;technician;single;tertiary;no;962;yes;no;cellular;8;may;568;1;-1;0;unknown;yes;36 - 45
1862;53.0;technician;single;tertiary;no;185;yes;no;cellular;8;may;1448;2;-1;0;unknown;yes;46 - 55
1863;56.0;blue-collar;divorced;primary;no;-9;yes;yes;cellular;8;may;728;1;-1;0;unknown;yes;56 - 65
1864;33.0;administrative;divorced;tertiary;no;891;no;no;cellular;8;may;398;2;-1;0;unknown;yes;26 - 35
1865;59.0;retired;married;tertiary;no;148;yes;yes;cellular;8;may;685;2;366;1;other;yes;56 - 65
1866;47.0;retired;married;primary;no;1374;no;yes;telephone;8;may;479;2;359;3;failure;yes;46 - 55
1867;42.0;management;married;tertiary;no;-556;yes;yes;cellular;8;may;682;3;347;3;failure;yes;36 - 45
1868;38.0;self-employed;single;tertiary;no;1612;yes;no;cellular;8;may;423;1;-1;0;unknown;yes;36 - 45
1869;40.0;self-employed;married;secondary;no;0;yes;no;cellular;11;may;657;1;-1;0;unknown;yes;36 - 45
1870;41.0;administrative;single;secondary;no;-109;yes;yes;cellular;11;may;1038;1;370;1;failure;yes;36 - 45
1871;43.0;management;divorced;tertiary;no;580;yes;no;cellular;11;may;1514;1;284;2;failure;yes;36 - 45
1872;24.0;services;married;secondary;no;4500;yes;no;cellular;11;may;733;2;-1;0;unknown;yes;18 - 25
1873;40.0;services;married;secondary;no;-192;yes;no;cellular;11;may;666;1;-1;0;unknown;yes;36 - 45
1874;40.0;blue-collar;married;secondary;no;-438;no;no;cellular;11;may;1017;1;-1;0;unknown;yes;36 - 45
1875;34.0;services;single;secondary;no;-701;yes;no;cellular;11;may;610;2;-1;0;unknown;yes;26 - 35
